100 100 
37 39 0 
# segments
sg 0 30 0 5 78.000000 5.000000 315.000000 77.000000 6.000000 315.000000 76.000000 7.000000 315.000000 75.000000 8.000000 315.000000 74.000000 9.000000 315.000000 
sg 4 38 1 18 95.000000 29.000000 0.000000 94.000000 29.000000 0.000000 93.000000 29.000000 0.000000 92.000000 29.000000 0.000000 91.000000 29.000000 0.000000 90.000000 29.000000 0.000000 89.000000 29.000000 0.000000 88.000000 29.000000 0.000000 87.000000 29.000000 0.000000 86.000000 29.000000 0.000000 85.000000 29.000000 0.000000 84.000000 29.000000 0.000000 83.000000 29.000000 0.000000 82.000000 29.000000 0.000000 81.000000 29.000000 0.000000 80.000000 29.000000 0.000000 79.000000 29.000000 0.000000 78.000000 29.000000 0.000000 
sg 5 12 1 16 54.000000 78.000000 90.000000 54.000000 77.000000 90.000000 54.000000 76.000000 90.000000 54.000000 75.000000 90.000000 54.000000 74.000000 90.000000 54.000000 73.000000 90.000000 54.000000 72.000000 90.000000 54.000000 71.000000 90.000000 54.000000 70.000000 90.000000 54.000000 69.000000 90.000000 54.000000 68.000000 90.000000 54.000000 67.000000 90.000000 54.000000 66.000000 90.000000 54.000000 65.000000 90.000000 54.000000 64.000000 90.000000 54.000000 63.000000 90.000000 
sg 6 8 1 8 13.000000 70.000000 135.000000 14.000000 69.000000 135.000000 15.000000 68.000000 135.000000 16.000000 67.000000 135.000000 17.000000 66.000000 135.000000 18.000000 65.000000 135.000000 19.000000 64.000000 135.000000 20.000000 63.000000 135.000000 
sg 7 11 1 10 94.000000 69.000000 45.000000 93.000000 68.000000 45.000000 92.000000 67.000000 45.000000 91.000000 66.000000 45.000000 90.000000 65.000000 45.000000 89.000000 64.000000 45.000000 88.000000 63.000000 45.000000 87.000000 62.000000 45.000000 86.000000 61.000000 45.000000 85.000000 60.000000 45.000000 
sg 9 1 1 4 34.000000 9.000000 45.000000 33.000000 8.000000 45.000000 32.000000 7.000000 45.000000 31.000000 6.000000 45.000000 
sg 10 2 1 6 54.000000 9.000000 90.000000 54.000000 8.000000 90.000000 54.000000 7.000000 90.000000 54.000000 6.000000 90.000000 54.000000 5.000000 90.000000 54.000000 4.000000 90.000000 
sg 13 3 1 11 16.000000 29.000000 0.000000 15.000000 29.000000 0.000000 14.000000 29.000000 0.000000 13.000000 29.000000 0.000000 12.000000 29.000000 0.000000 11.000000 29.000000 0.000000 10.000000 29.000000 0.000000 9.000000 29.000000 0.000000 8.000000 29.000000 0.000000 7.000000 29.000000 0.000000 6.000000 29.000000 0.000000 
sg 14 15 -1 6 3.000000 28.000000 90.000000 3.000000 27.000000 90.000000 3.000000 26.000000 90.000000 3.000000 25.000000 90.000000 3.000000 24.000000 90.000000 3.000000 23.000000 90.000000 
sg 16 17 -1 5 98.000000 28.000000 90.000000 98.000000 27.000000 90.000000 98.000000 26.000000 90.000000 98.000000 25.000000 90.000000 98.000000 24.000000 90.000000 
sg 17 18 -1 4 97.000000 22.000000 45.000000 96.000000 21.000000 45.000000 95.000000 20.000000 45.000000 94.000000 19.000000 45.000000 
sg 19 16 -1 4 98.000000 33.000000 90.000000 98.000000 32.000000 90.000000 98.000000 31.000000 90.000000 98.000000 30.000000 90.000000 
sg 20 19 -1 2 96.000000 36.000000 135.000000 97.000000 35.000000 135.000000 
sg 21 14 -1 5 3.000000 34.000000 90.000000 3.000000 33.000000 90.000000 3.000000 32.000000 90.000000 3.000000 31.000000 90.000000 3.000000 30.000000 90.000000 
sg 22 21 -1 2 5.000000 37.000000 45.000000 4.000000 36.000000 45.000000 
sg 8 23 -1 8 21.000000 61.000000 90.000000 21.000000 60.000000 90.000000 21.000000 59.000000 90.000000 21.000000 58.000000 90.000000 21.000000 57.000000 90.000000 21.000000 56.000000 90.000000 21.000000 55.000000 90.000000 21.000000 54.000000 90.000000 
sg 23 22 -1 14 20.000000 52.000000 45.000000 19.000000 51.000000 45.000000 18.000000 50.000000 45.000000 17.000000 49.000000 45.000000 16.000000 48.000000 45.000000 15.000000 47.000000 45.000000 14.000000 46.000000 45.000000 13.000000 45.000000 45.000000 12.000000 44.000000 45.000000 11.000000 43.000000 45.000000 10.000000 42.000000 45.000000 9.000000 41.000000 45.000000 8.000000 40.000000 45.000000 7.000000 39.000000 45.000000 
sg 24 20 -1 10 85.000000 47.000000 135.000000 86.000000 46.000000 135.000000 87.000000 45.000000 135.000000 88.000000 44.000000 135.000000 89.000000 43.000000 135.000000 90.000000 42.000000 135.000000 91.000000 41.000000 135.000000 92.000000 40.000000 135.000000 93.000000 39.000000 135.000000 94.000000 38.000000 135.000000 
sg 11 24 -1 10 84.000000 58.000000 90.000000 84.000000 57.000000 90.000000 84.000000 56.000000 90.000000 84.000000 55.000000 90.000000 84.000000 54.000000 90.000000 84.000000 53.000000 90.000000 84.000000 52.000000 90.000000 84.000000 51.000000 90.000000 84.000000 50.000000 90.000000 84.000000 49.000000 90.000000 
sg 12 25 -1 32 54.000000 61.000000 90.000000 54.000000 60.000000 90.000000 54.000000 59.000000 90.000000 54.000000 58.000000 90.000000 54.000000 57.000000 90.000000 54.000000 56.000000 90.000000 54.000000 55.000000 90.000000 54.000000 54.000000 90.000000 54.000000 53.000000 90.000000 54.000000 52.000000 90.000000 54.000000 51.000000 90.000000 54.000000 50.000000 90.000000 54.000000 49.000000 90.000000 54.000000 48.000000 90.000000 54.000000 47.000000 90.000000 54.000000 46.000000 90.000000 54.000000 45.000000 90.000000 54.000000 44.000000 90.000000 54.000000 43.000000 90.000000 54.000000 42.000000 90.000000 54.000000 41.000000 90.000000 54.000000 40.000000 90.000000 54.000000 39.000000 90.000000 54.000000 38.000000 90.000000 54.000000 37.000000 90.000000 54.000000 36.000000 90.000000 54.000000 35.000000 90.000000 54.000000 34.000000 90.000000 54.000000 33.000000 90.000000 54.000000 32.000000 90.000000 54.000000 31.000000 90.000000 54.000000 30.000000 90.000000 
sg 27 26 -1 4 81.000000 2.000000 0.000000 80.000000 2.000000 0.000000 79.000000 2.000000 0.000000 78.000000 2.000000 0.000000 
sg 18 28 -1 4 93.000000 17.000000 90.000000 93.000000 16.000000 90.000000 93.000000 15.000000 90.000000 93.000000 14.000000 90.000000 
sg 28 27 -1 10 92.000000 12.000000 45.000000 91.000000 11.000000 45.000000 90.000000 10.000000 45.000000 89.000000 9.000000 45.000000 88.000000 8.000000 45.000000 87.000000 7.000000 45.000000 86.000000 6.000000 45.000000 85.000000 5.000000 45.000000 84.000000 4.000000 45.000000 83.000000 3.000000 45.000000 
sg 25 36 1 12 54.000000 28.000000 90.000000 54.000000 27.000000 90.000000 54.000000 26.000000 90.000000 54.000000 25.000000 90.000000 54.000000 24.000000 90.000000 54.000000 23.000000 90.000000 54.000000 22.000000 90.000000 54.000000 21.000000 90.000000 54.000000 20.000000 90.000000 54.000000 19.000000 90.000000 54.000000 18.000000 90.000000 54.000000 17.000000 90.000000 
sg 29 15 -1 7 10.000000 15.000000 315.000000 9.000000 16.000000 315.000000 8.000000 17.000000 315.000000 7.000000 18.000000 315.000000 6.000000 19.000000 315.000000 5.000000 20.000000 315.000000 4.000000 21.000000 315.000000 
sg 26 33 -1 29 76.000000 2.000000 0.000000 75.000000 2.000000 0.000000 74.000000 2.000000 0.000000 73.000000 2.000000 0.000000 72.000000 2.000000 0.000000 71.000000 2.000000 0.000000 70.000000 2.000000 0.000000 69.000000 2.000000 0.000000 68.000000 2.000000 0.000000 67.000000 2.000000 0.000000 66.000000 2.000000 0.000000 65.000000 2.000000 0.000000 64.000000 2.000000 0.000000 63.000000 2.000000 0.000000 62.000000 2.000000 0.000000 61.000000 2.000000 0.000000 60.000000 2.000000 0.000000 59.000000 2.000000 0.000000 58.000000 2.000000 0.000000 57.000000 2.000000 0.000000 56.000000 2.000000 0.000000 55.000000 2.000000 0.000000 54.000000 2.000000 0.000000 53.000000 2.000000 0.000000 52.000000 2.000000 0.000000 51.000000 2.000000 0.000000 50.000000 2.000000 0.000000 49.000000 2.000000 0.000000 48.000000 2.000000 0.000000 
sg 30 10 -1 18 72.000000 10.000000 0.000000 71.000000 10.000000 0.000000 70.000000 10.000000 0.000000 69.000000 10.000000 0.000000 68.000000 10.000000 0.000000 67.000000 10.000000 0.000000 66.000000 10.000000 0.000000 65.000000 10.000000 0.000000 64.000000 10.000000 0.000000 63.000000 10.000000 0.000000 62.000000 10.000000 0.000000 61.000000 10.000000 0.000000 60.000000 10.000000 0.000000 59.000000 10.000000 0.000000 58.000000 10.000000 0.000000 57.000000 10.000000 0.000000 56.000000 10.000000 0.000000 55.000000 10.000000 0.000000 
sg 31 10 -1 3 51.000000 13.000000 135.000000 52.000000 12.000000 135.000000 53.000000 11.000000 135.000000 
sg 31 29 -1 38 49.000000 14.000000 0.000000 48.000000 14.000000 0.000000 47.000000 14.000000 0.000000 46.000000 14.000000 0.000000 45.000000 14.000000 0.000000 44.000000 14.000000 0.000000 43.000000 14.000000 0.000000 42.000000 14.000000 0.000000 41.000000 14.000000 0.000000 40.000000 14.000000 0.000000 39.000000 14.000000 0.000000 38.000000 14.000000 0.000000 37.000000 14.000000 0.000000 36.000000 14.000000 0.000000 35.000000 14.000000 0.000000 34.000000 14.000000 0.000000 33.000000 14.000000 0.000000 32.000000 14.000000 0.000000 31.000000 14.000000 0.000000 30.000000 14.000000 0.000000 29.000000 14.000000 0.000000 28.000000 14.000000 0.000000 27.000000 14.000000 0.000000 26.000000 14.000000 0.000000 25.000000 14.000000 0.000000 24.000000 14.000000 0.000000 23.000000 14.000000 0.000000 22.000000 14.000000 0.000000 21.000000 14.000000 0.000000 20.000000 14.000000 0.000000 19.000000 14.000000 0.000000 18.000000 14.000000 0.000000 17.000000 14.000000 0.000000 16.000000 14.000000 0.000000 15.000000 14.000000 0.000000 14.000000 14.000000 0.000000 13.000000 14.000000 0.000000 12.000000 14.000000 0.000000 
sg 32 9 -1 3 38.000000 10.000000 0.000000 37.000000 10.000000 0.000000 36.000000 10.000000 0.000000 
sg 33 32 -1 7 46.000000 3.000000 315.000000 45.000000 4.000000 315.000000 44.000000 5.000000 315.000000 43.000000 6.000000 315.000000 42.000000 7.000000 315.000000 41.000000 8.000000 315.000000 40.000000 9.000000 315.000000 
sg 34 35 -1 12 36.000000 17.000000 315.000000 35.000000 18.000000 315.000000 34.000000 19.000000 315.000000 33.000000 20.000000 315.000000 32.000000 21.000000 315.000000 31.000000 22.000000 315.000000 30.000000 23.000000 315.000000 29.000000 24.000000 315.000000 28.000000 25.000000 315.000000 27.000000 26.000000 315.000000 26.000000 27.000000 315.000000 25.000000 28.000000 315.000000 
sg 35 13 -1 6 23.000000 29.000000 0.000000 22.000000 29.000000 0.000000 21.000000 29.000000 0.000000 20.000000 29.000000 0.000000 19.000000 29.000000 0.000000 18.000000 29.000000 0.000000 
sg 36 34 -1 16 53.000000 16.000000 0.000000 52.000000 16.000000 0.000000 51.000000 16.000000 0.000000 50.000000 16.000000 0.000000 49.000000 16.000000 0.000000 48.000000 16.000000 0.000000 47.000000 16.000000 0.000000 46.000000 16.000000 0.000000 45.000000 16.000000 0.000000 44.000000 16.000000 0.000000 43.000000 16.000000 0.000000 42.000000 16.000000 0.000000 41.000000 16.000000 0.000000 40.000000 16.000000 0.000000 39.000000 16.000000 0.000000 38.000000 16.000000 0.000000 
sg 36 10 -1 5 54.000000 15.000000 90.000000 54.000000 14.000000 90.000000 54.000000 13.000000 90.000000 54.000000 12.000000 90.000000 54.000000 11.000000 90.000000 
sg 37 36 -1 9 63.000000 16.000000 0.000000 62.000000 16.000000 0.000000 61.000000 16.000000 0.000000 60.000000 16.000000 0.000000 59.000000 16.000000 0.000000 58.000000 16.000000 0.000000 57.000000 16.000000 0.000000 56.000000 16.000000 0.000000 55.000000 16.000000 0.000000 
sg 38 37 -1 12 76.000000 28.000000 45.000000 75.000000 27.000000 45.000000 74.000000 26.000000 45.000000 73.000000 25.000000 45.000000 72.000000 24.000000 45.000000 71.000000 23.000000 45.000000 70.000000 22.000000 45.000000 69.000000 21.000000 45.000000 68.000000 20.000000 45.000000 67.000000 19.000000 45.000000 66.000000 18.000000 45.000000 65.000000 17.000000 45.000000 
# switches
sw 79.000000 4.000000 1 0 0 
sw 30.000000 5.000000 1 5 1 
sw 54.000000 3.000000 1 6 1 
sw 5.000000 29.000000 1 7 1 
sw 96.000000 29.000000 1 1 0 
sw 54.000000 79.000000 1 2 0 
sw 12.000000 71.000000 1 3 0 
sw 95.000000 70.000000 1 4 0 
sw 21.000000 62.000000 2 3 1 15 0 
sw 35.000000 10.000000 2 5 0 29 1 
sw 54.000000 10.000000 4 6 0 26 1 27 1 34 1 
sw 84.000000 59.000000 2 4 1 18 0 
sw 54.000000 62.000000 2 2 1 19 0 
sw 17.000000 29.000000 2 7 0 32 1 
sw 3.000000 29.000000 2 8 0 13 1 
sw 3.000000 22.000000 2 8 1 24 1 
sw 98.000000 29.000000 2 9 0 11 1 
sw 98.000000 23.000000 2 9 1 10 0 
sw 93.000000 18.000000 2 10 1 21 0 
sw 98.000000 34.000000 2 11 0 12 1 
sw 95.000000 37.000000 2 12 0 17 1 
sw 3.000000 35.000000 2 13 0 14 1 
sw 6.000000 38.000000 2 14 0 16 1 
sw 21.000000 53.000000 2 15 1 16 0 
sw 84.000000 48.000000 2 17 0 18 1 
sw 54.000000 29.000000 2 19 1 23 0 
sw 77.000000 2.000000 2 20 1 25 0 
sw 82.000000 2.000000 2 20 0 22 1 
sw 93.000000 13.000000 2 21 1 22 0 
sw 11.000000 14.000000 2 24 0 28 1 
sw 73.000000 10.000000 2 0 1 26 0 
sw 50.000000 14.000000 2 28 0 27 0 
sw 39.000000 10.000000 2 29 0 30 1 
sw 47.000000 2.000000 2 25 1 30 0 
sw 37.000000 16.000000 2 31 0 33 1 
sw 24.000000 29.000000 2 32 0 31 1 
sw 54.000000 16.000000 4 34 0 23 1 33 0 35 1 
sw 64.000000 16.000000 2 35 0 36 1 
sw 77.000000 29.000000 2 1 1 36 0 
# blocks

