100 100 
8 16 0 
# segments
sg 0 1 -1 3 6.000000 31.000000 0.000000 5.000000 31.000000 0.000000 4.000000 31.000000 0.000000 
sg 2 3 -1 2 47.000000 4.000000 90.000000 47.000000 3.000000 90.000000 
sg 4 6 1 16 95.000000 31.000000 0.000000 94.000000 31.000000 0.000000 93.000000 31.000000 0.000000 92.000000 31.000000 0.000000 91.000000 31.000000 0.000000 90.000000 31.000000 0.000000 89.000000 31.000000 0.000000 88.000000 31.000000 0.000000 87.000000 31.000000 0.000000 86.000000 31.000000 0.000000 85.000000 31.000000 0.000000 84.000000 31.000000 0.000000 83.000000 31.000000 0.000000 82.000000 31.000000 0.000000 81.000000 31.000000 0.000000 80.000000 31.000000 0.000000 
sg 7 5 1 14 47.000000 78.000000 90.000000 47.000000 77.000000 90.000000 47.000000 76.000000 90.000000 47.000000 75.000000 90.000000 47.000000 74.000000 90.000000 47.000000 73.000000 90.000000 47.000000 72.000000 90.000000 47.000000 71.000000 90.000000 47.000000 70.000000 90.000000 47.000000 69.000000 90.000000 47.000000 68.000000 90.000000 47.000000 67.000000 90.000000 47.000000 66.000000 90.000000 47.000000 65.000000 90.000000 
sg 8 9 -1 2 14.000000 7.000000 45.000000 13.000000 6.000000 45.000000 
sg 10 11 -1 2 76.000000 8.000000 135.000000 77.000000 7.000000 135.000000 
sg 12 13 1 8 16.000000 68.000000 315.000000 15.000000 69.000000 315.000000 14.000000 70.000000 315.000000 13.000000 71.000000 315.000000 12.000000 72.000000 315.000000 11.000000 73.000000 315.000000 10.000000 74.000000 315.000000 9.000000 75.000000 315.000000 
sg 15 14 0 11 82.000000 75.000000 45.000000 81.000000 74.000000 45.000000 80.000000 73.000000 45.000000 79.000000 72.000000 45.000000 78.000000 71.000000 45.000000 77.000000 70.000000 45.000000 76.000000 69.000000 45.000000 75.000000 68.000000 45.000000 74.000000 67.000000 45.000000 73.000000 66.000000 45.000000 72.000000 65.000000 45.000000 
# switches
sw 7.000000 31.000000 1 0 0 
sw 3.000000 31.000000 1 0 1 
sw 47.000000 5.000000 1 1 0 
sw 47.000000 2.000000 1 1 1 
sw 96.000000 31.000000 1 2 0 
sw 47.000000 64.000000 1 3 1 
sw 79.000000 31.000000 1 2 1 
sw 47.000000 79.000000 1 3 0 
sw 15.000000 8.000000 1 4 0 
sw 12.000000 5.000000 1 4 1 
sw 75.000000 9.000000 1 5 0 
sw 78.000000 6.000000 1 5 1 
sw 17.000000 67.000000 1 6 0 
sw 8.000000 76.000000 1 6 1 
sw 71.000000 64.000000 1 7 1 
sw 83.000000 76.000000 1 7 0 
# blocks

